"product_id","sku","product_name","fit_id","fabric_id","wash_state","gender","default_inseam_label","colorway","status","regular_price","sales_price","nudie_product_url","description_html","release_season","run_code","notes","denim_weight_oz","denim_cat","material","made_in","product_description","collections","is_jeans","scraped_at"
"gritty_jackson_dry_old","","Gritty Jackson Dry Old","gritty_jackson","dry_old","dry","mens","","black, indigo, blue, redcast","regular","250.0","","https://www.nudiejeans.com/en-CA/product/gritty-jackson-dry-old","<div class=""ProductDetailsDialog_description__2n4hF"">This 14.15 oz. dry denim greatness bears the resemblance of an old, '50s style, denim. True to history it is constructed of ring-spun warp and weft yarns with irregular thickness, as was often the case back in the day on workwear fabrics. Also true to its heritage is the dark, but not blackish, indigo warp that is dyed in pure indigo.<br/><br/>With wear and wash, the yarns will interact, and you'll reap the rewards that heavier ring-spun denim produces — evident slubs, a pleasing crosshatch as well as a marbling -effect. It's the irregular yarns in both warp and weft that render the crosshatch effect, and the built-in tension formed by the yarns that produce the marble effect after washing. As this denim is dyed in pure indigo, it will age to a clean, blue redcast tone.<br/><br/>The greatest part of these jeans is not what they look like new, but rather the complete opposite - how they will look tomorrow, and the many days to come. Enjoy ageing, it is worth the trouble.</div>","","","","14.15","14.15 oz. rigid denim","100% Cotton","Made in Italy","This 14.15 oz. dry denim greatness bears the resemblance of an old, '50s style, denim. True to history it is constructed of ring-spun warp and weft yarns with irregular thickness, as was often the case back in the day on workwear fabrics. Also true to its heritage is the dark, but not blackish, indigo warp that is dyed in pure indigo. With wear and wash, the yarns will interact, and you'll reap the rewards that heavier ring-spun denim produces — evident slubs, a pleasing crosshatch as well as a marbling -effect. It's the irregular yarns in both warp and weft that render the crosshatch effect, and the built-in tension formed by the yarns that produce the marble effect after washing. As this denim is dyed in pure indigo, it will age to a clean, blue redcast tone. The greatest part of these jeans is not what they look like new, but rather the complete opposite - how they will look tomorrow, and the many days to come. Enjoy ageing, it is worth the trouble.","","yes","2026-03-04T06:50:03.668242"
"steady_eddie_ii_black_water","","Steady Eddie II Black Water","steady_eddie_ii","black_water","rinse wash","mens","","black, indigo","regular","250.0","","https://www.nudiejeans.com/en-CA/product/steady-eddie-ii-black-water","<div class=""ProductDetailsDialog_description__2n4hF"">Regular-fit jeans with a tapered leg in a deep pitch-black hue, treated with a simple rinse wash. This minimal wash enhances the denim’s texture, giving it a slightly muted black tone while softening the fabric. Crafted from yarn-dyed fibers in both warp and weft, the denim retains undyed cores, allowing it to age much like classic indigo denim.<br/><br/>Striking from day one, these jeans are designed to evolve—gradually fading into brighter, monochrome, texturally rich vintage masterpieces. With every wear and wash, they undergo a slow, graceful transformation. Simply put, they offer both instant appeal and the promise of tomorrow’s vintage.</div>","","","","14","14 oz. rigid denim","100% Cotton","Made in Tunisia","Regular-fit jeans with a tapered leg in a deep pitch-black hue, treated with a simple rinse wash. This minimal wash enhances the denim’s texture, giving it a slightly muted black tone while softening the fabric. Crafted from yarn-dyed fibers in both warp and weft, the denim retains undyed cores, allowing it to age much like classic indigo denim. Striking from day one, these jeans are designed to evolve—gradually fading into brighter, monochrome, texturally rich vintage masterpieces. With every wear and wash, they undergo a slow, graceful transformation. Simply put, they offer both instant appeal and the promise of tomorrow’s vintage.","","yes","2026-03-04T06:50:36.206066"
"loud_larry_dry_streaky","","Loud Larry Dry Streaky","loud_larry","dry_streaky","dry","mens","","","regular","280.0","","https://www.nudiejeans.com/en-CA/product/loud-larry-dry-streaky","<div class=""ProductDetailsDialog_description__2n4hF"">Loose-fit jeans with a mid waist and wide leg. The Dry Streaky is crafted from exceptional streaky denim featuring pronounced vertical slubs of varying lengths. As the denim ages with wear, its striking texture becomes more pronounced; initially, the vertical slubbiness stands out, and over time, with washing, a subtle crosshatch texture emerges, creating a rich and dynamic textural journey.<br/><br/>The greatest part of these jeans is not what they look like new, but rather the complete opposite – how they will look tomorrow, and the many days to come. Enjoy aging, it is worth the trouble.</div>","","","","13.7","13.7 oz. rigid denim","100% Cotton","Made in Italy","Loose-fit jeans with a mid waist and wide leg. The Dry Streaky is crafted from exceptional streaky denim featuring pronounced vertical slubs of varying lengths. As the denim ages with wear, its striking texture becomes more pronounced; initially, the vertical slubbiness stands out, and over time, with washing, a subtle crosshatch texture emerges, creating a rich and dynamic textural journey. The greatest part of these jeans is not what they look like new, but rather the complete opposite – how they will look tomorrow, and the many days to come. Enjoy aging, it is worth the trouble.","","yes","2026-03-04T06:51:08.959701"
"tuff_tony_black_water","","Tuff Tony Black Water","tuff_tony","black_water","rinse wash","mens","","black, indigo","regular","250.0","","https://www.nudiejeans.com/en-CA/product/tuff-tony-black-water","<div class=""ProductDetailsDialog_description__2n4hF"">These wide-legged, loose-fit jeans come in a deep pitch-black hue, treated with a simple rinse wash. This minimal wash enhances the denim’s texture, giving it a slightly muted black tone while softening the fabric. Crafted from yarn-dyed fibers in both warp and weft, the denim retains undyed yarn cores, allowing it to age much like classic indigo denim.<br/><br/>Striking from day one, these jeans are designed to evolve—gradually fading into brighter, monochrome, texturally rich vintage masterpieces. With every wear and wash, they undergo a slow, graceful transformation. Simply put, they offer both instant appeal and the promise of tomorrow’s vintage.</div>","","","","14","14 oz. rigid denim","100% Cotton","Made in Tunisia","These wide-legged, loose-fit jeans come in a deep pitch-black hue, treated with a simple rinse wash. This minimal wash enhances the denim’s texture, giving it a slightly muted black tone while softening the fabric. Crafted from yarn-dyed fibers in both warp and weft, the denim retains undyed yarn cores, allowing it to age much like classic indigo denim. Striking from day one, these jeans are designed to evolve—gradually fading into brighter, monochrome, texturally rich vintage masterpieces. With every wear and wash, they undergo a slow, graceful transformation. Simply put, they offer both instant appeal and the promise of tomorrow’s vintage.","","yes","2026-03-04T06:51:41.323074"
"rad_rufus_raw_tracks","","Rad Rufus Raw Tracks","rad_rufus","raw_tracks","","mens","","indigo, blue","regular","280.0","","https://www.nudiejeans.com/en-CA/product/rad-rufus-raw-tracks","<div class=""ProductDetailsDialog_description__2n4hF"">The Rad Rufus Raw Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans.<br/><br/>Crafted from exceptional denim, these jeans are washed to the perfect clear mid-blue indigo tone. The fabric features a rugged texture with pronounced vertical slubs and a marble-like pattern accentuating the darker areas. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic.<br/><br/>These Rad Rufus—our regular-fit jeans with a straight leg—belong to the Life Tracks range: jeans based on a true story.</div>","","","","13.5","13.5 oz. rigid denim","100% Cotton","Made in Italy","The Rad Rufus Raw Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans. Crafted from exceptional denim, these jeans are washed to the perfect clear mid-blue indigo tone. The fabric features a rugged texture with pronounced vertical slubs and a marble-like pattern accentuating the darker areas. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic. These Rad Rufus—our regular-fit jeans with a straight leg—belong to the Life Tracks range: jeans based on a true story.","","yes","2026-03-04T06:52:13.328688"
"gritty_jackson_blue_soil","","Gritty Jackson Blue Soil","gritty_jackson","blue_soil","Regular fit jeans with a straight leg in a dark blue wash","mens","","indigo, blue","regular","250.0","","https://www.nudiejeans.com/en-CA/product/gritty-jackson-blue-soil","<div class=""ProductDetailsDialog_description__2n4hF"">Regular fit jeans with a straight leg in a dark blue wash with subtle wear. Although dark, these jeans got it all. They span an impressive array of indigo hues - from the darkest of the dark to muted bright blue highlights. Abraded areas add softness while the unabraded ones add a rugged marble texture.</div>","","","","14.9","14.9 oz. rigid denim","100% Cotton","Made in Tunisia","Regular fit jeans with a straight leg in a dark blue wash with subtle wear. Although dark, these jeans got it all. They span an impressive array of indigo hues - from the darkest of the dark to muted bright blue highlights. Abraded areas add softness while the unabraded ones add a rugged marble texture.","","yes","2026-03-04T06:52:46.118695"
"solid_ollie_pale_tracks","","Solid Ollie Pale Tracks","solid_ollie","pale_tracks","","mens","","black, grey, pale","regular","280.0","","https://www.nudiejeans.com/en-CA/product/solid-ollie-pale-tracks","<div class=""ProductDetailsDialog_description__2n4hF"">Solid Ollie Pale Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans.<br/><br/>Crafted from exceptional black denim, these jeans are washed to a deep, dark grey tone, preserving shadowy charcoal hues with contrasting highlights. The fabric features a rugged, ring-spun texture with pronounced vertical slubs and a softly marbled effect, adding depth and character. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic.<br/><br/>These Solid Ollies—our slim-fit jeans with a slim leg—belong to the Life Tracks range: jeans based on a true story.</div>","","","","12","12 oz. stretch denim","99% Cotton 1% Elastane","Made in Italy","Solid Ollie Pale Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans. Crafted from exceptional black denim, these jeans are washed to a deep, dark grey tone, preserving shadowy charcoal hues with contrasting highlights. The fabric features a rugged, ring-spun texture with pronounced vertical slubs and a softly marbled effect, adding depth and character. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic. These Solid Ollies—our slim-fit jeans with a slim leg—belong to the Life Tracks range: jeans based on a true story.","","yes","2026-03-04T06:53:18.916285"
"rad_rufus_indigo_blues","","Rad Rufus Indigo Blues","rad_rufus","indigo_blues","blue wash, This wash","mens","","indigo, blue","regular","250.0","","https://www.nudiejeans.com/en-CA/product/rad-rufus-indigo-blues","<div class=""ProductDetailsDialog_description__2n4hF"">A high-waist regular fit with a straight leg in a vintage-like mid-blue wash. This wash presents an impressive spectrum of indigo hues, ranging from bright to dark blue, adding depth and character. The texture of the denim is equally remarkable, showcasing defined twill lines and rich marble effects. The harmonious balance of these elements creates an overall aesthetic that is truly superb.</div>","","","","14.9","14.9 oz. rigid denim","100% Cotton","Made in Tunisia","A high-waist regular fit with a straight leg in a vintage-like mid-blue wash. This wash presents an impressive spectrum of indigo hues, ranging from bright to dark blue, adding depth and character. The texture of the denim is equally remarkable, showcasing defined twill lines and rich marble effects. The harmonious balance of these elements creates an overall aesthetic that is truly superb.","","yes","2026-03-04T06:53:52.077824"
"lean_dean_new_ink","","Lean Dean New Ink","lean_dean","new_ink","","mens","","black, indigo, white","regular","250.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-new-ink","<div class=""ProductDetailsDialog_description__2n4hF"">Slim fit jeans with a tapered leg made in organic comfort stretch denim. A lovely pair of deeply dark indigo jeans with subtle abrasions and slightly contrasting wear marks. The denim used for these jeans has a slightly special making; the warp yarns are dyed to an intense indigo tone, whereas the weft yarns, usually kept white, are dyed black. It is this somewhat unconventional making of the denim that gives these jeans their outstanding ink-like hue.</div>","","","","12","12 oz. comfort stretch denim","99% Cotton 1% Elastane","Made in Tunisia","Slim fit jeans with a tapered leg made in organic comfort stretch denim. A lovely pair of deeply dark indigo jeans with subtle abrasions and slightly contrasting wear marks. The denim used for these jeans has a slightly special making; the warp yarns are dyed to an intense indigo tone, whereas the weft yarns, usually kept white, are dyed black. It is this somewhat unconventional making of the denim that gives these jeans their outstanding ink-like hue.","","yes","2026-03-04T06:54:25.060664"
"rad_rufus_everblue","","Rad Rufus Everblue","rad_rufus","everblue","","mens","","blue","regular","250.0","","https://www.nudiejeans.com/en-CA/product/rad-rufus-everblue","<div class=""ProductDetailsDialog_description__2n4hF"">Regular-fit jeans with a high waist and straight leg made from solid dark blue rigid denim that retains its color. Crafted in our signature jeans construction from denim with a subtle warp yarn slub and tight weave, these jeans blend a clean, pant-like look with a classic denim feel. The Everblue fabric is designed to hold its deep shade for as long as possible, ageing slowly while preserving its authentic denim character.</div>","","","","11","11 oz. rigid piece-dyed denim","100% Cotton","Made in Tunisia","Regular-fit jeans with a high waist and straight leg made from solid dark blue rigid denim that retains its color. Crafted in our signature jeans construction from denim with a subtle warp yarn slub and tight weave, these jeans blend a clean, pant-like look with a classic denim feel. The Everblue fabric is designed to hold its deep shade for as long as possible, ageing slowly while preserving its authentic denim character.","","yes","2026-03-04T06:54:57.978749"
"solid_ollie_wild_blue","","Solid Ollie Wild Blue","solid_ollie","wild_blue","Slim fit jeans with a slim leg in a dark blue wash, the wash","mens","","blue","regular","250.0","","https://www.nudiejeans.com/en-CA/product/solid-ollie-wild-blue","<div class=""ProductDetailsDialog_description__2n4hF"">Slim fit jeans with a slim leg in a dark blue wash featuring authentic wear. Crafted from remarkably textural stretch denim, the wash exudes a rich yarn slub character, showcasing both a salt 'n pepper grain and a subtle crosshatch. Highlighting and slightly warm abrasions add an authentically worn-in look to these dark blue beauties.</div>","","","","13","13 oz. comfort stretch denim","99% Cotton 1% Elastane","Made in Tunisia","Slim fit jeans with a slim leg in a dark blue wash featuring authentic wear. Crafted from remarkably textural stretch denim, the wash exudes a rich yarn slub character, showcasing both a salt 'n pepper grain and a subtle crosshatch. Highlighting and slightly warm abrasions add an authentically worn-in look to these dark blue beauties.","","yes","2026-03-04T06:55:34.032339"
"gritty_jackson_dry_ace_selvage","","Gritty Jackson Dry Ace Selvage","gritty_jackson","dry_ace_selvage","dry","mens","","indigo, blue, redcast","regular","520.0","","https://www.nudiejeans.com/en-CA/product/gritty-jackson-dry-ace-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">It is with the warmest of welcomes we greet Gritty Jackson Dry Ace Selvage to our range of selvedge jeans. Gritty Jackson is our take on the perhaps most versatile and iconic fit ever - the regular, straight, fit. As such it was inevitable to pair it with the Dry Ace Selvage fabric - one of our absolute favorite selvedge fabrics out there.<br/><br/>The Dry Ace Selvage is an utterly beautiful and sturdy 14.2 oz, redcast selvedge denim. It is woven by none other than Shinya Mills in Okayama, Japan. The warp yarns have been dip-dyed 20 times in pure indigo, giving the denim its dark, pure indigo, redcast tone. The naturally slubby yarns, woven under low-tension, has produced the perfectly chunky and uneven surface structure, making this fabric hit the very spot where imperfection turns into perfection. And that is by no means without cause, Shinya Mills, being outstandingly great at denim, recreated the Dry Ace Selvage fabric by analyzing the denim of a pair of worn-in jeans from the 50s. Dig that, recreating a dry denim from a washed, worn, and torn pair of jeans – that is some reverse engineering right there! <br/><br/>Now, this is just the starting point from which the Gritty Jackson Dry Ace Selvage will evolve from. See, we appreciate Dry Ace in its dry state - but in its worn-in - washed or unwashed - state it is marvelously good looking. Due to its redcast tone it evolves to a clear blue hue, its uneven structure generates a salt 'n pepper structure, and where abrasions get most predominant the wear will generate clear twill lines. Needless to say, this denim justifies its name. So without further ado - behold the almighty Gritty Jackson Dry Ace Selvage!</div>","","","Members only","14.2","14.2 oz. Japanese rigid selvedge denim","100% Cotton","Made in Italy","It is with the warmest of welcomes we greet Gritty Jackson Dry Ace Selvage to our range of selvedge jeans. Gritty Jackson is our take on the perhaps most versatile and iconic fit ever - the regular, straight, fit. As such it was inevitable to pair it with the Dry Ace Selvage fabric - one of our absolute favorite selvedge fabrics out there. The Dry Ace Selvage is an utterly beautiful and sturdy 14.2 oz, redcast selvedge denim. It is woven by none other than Shinya Mills in Okayama, Japan. The warp yarns have been dip-dyed 20 times in pure indigo, giving the denim its dark, pure indigo, redcast tone. The naturally slubby yarns, woven under low-tension, has produced the perfectly chunky and uneven surface structure, making this fabric hit the very spot where imperfection turns into perfection. And that is by no means without cause, Shinya Mills, being outstandingly great at denim, recreated the Dry Ace Selvage fabric by analyzing the denim of a pair of worn-in jeans from the 50s. Dig that, recreating a dry denim from a washed, worn, and torn pair of jeans – that is some reverse engineering right there! Now, this is just the starting point from which the Gritty Jackson Dry Ace Selvage will evolve from. See, we appreciate Dry Ace in its dry state - but in its worn-in - washed or unwashed - state it is marvelously good looking. Due to its redcast tone it evolves to a clear blue hue, its uneven structure generates a salt 'n pepper structure, and where abrasions get most predominant the wear will generate clear twill lines. Needless to say, this denim justifies its name. So without further ado - behold the almighty Gritty Jackson Dry Ace Selvage!","","yes","2026-03-04T06:56:07.177377"
"rad_rufus_everlion","","Rad Rufus Everlion","rad_rufus","everlion","","mens","","","regular","250.0","","https://www.nudiejeans.com/en-CA/product/rad-rufus-everlion","<div class=""ProductDetailsDialog_description__2n4hF"">Regular-fit jeans with a high waist and straight leg made from tobacco-colored rigid denim that retains its color. Crafted in our signature jeans construction from denim with a subtle warp yarn slub and tight weave, these jeans blend a clean, pant-like look with a classic denim feel. The Everlion fabric is designed to hold its rich shade for as long as possible, ageing slowly while preserving its authentic denim character.</div>","","","","11","11 oz. rigid piece-dyed denim","100% Cotton","Made in Tunisia","Regular-fit jeans with a high waist and straight leg made from tobacco-colored rigid denim that retains its color. Crafted in our signature jeans construction from denim with a subtle warp yarn slub and tight weave, these jeans blend a clean, pant-like look with a classic denim feel. The Everlion fabric is designed to hold its rich shade for as long as possible, ageing slowly while preserving its authentic denim character.","","yes","2026-03-04T06:56:40.205582"
"steady_eddie_ii_gravity_selvage","","Steady Eddie II Gravity Selvage","steady_eddie_ii","gravity_selvage","","mens","","indigo","regular","650.0","","https://www.nudiejeans.com/en-CA/product/steady-eddie-ii-gravity-selvage","<div class=""ProductDetailsDialog_description__2n4hF"">We are thrilled to introduce Steady Eddie II in the Gravity Selvage – an exquisite 18 oz. heavyweight selvedge denim from the renowned Kaihara Mills in Japan.
<br/>
<br/>This heavyweight selvedge holds a special place in our hearts. Initially unveiled in 2015 under the name ""Steady Eddie Dry Heavy Japan Selvage,"" it was a limited edition, with only 1000 pairs in existence, rendering it a rare gem. However, every time we come across a worn pair of these jeans, they never fail to leave us spellbound. The visual ruggedness of the denim first captures the eye, and upon picking them up, the weight and tactility immediately confirm that this denim is truly extraordinary. So extraordinary that, almost a decade later, we approached Kaihara to weave this exceptional selvedge once more – a challenging feat realized on vintage shuttle looms. As the master denim craftsmen that Kaihara is, we were confident they would accept the challenge, and we are sincerely humbled that they did.
<br/>
<br/>Woven from coarse ringspun yarns at a high density, the denim is stiff, thick, and heavy, providing a distinctive visual and tactile experience in its dry state. Dyed to a deep, dark shade of pure indigo, the coarseness is further emphasized with wear and washing, creating striking highs and lows as the indigo gracefully chips away. This denim serves as a testament to Kaihara's expert skills in both selvedge weaving and indigo dyeing, affirming their mastery of the art of denim.</div>","","","Members only","18","18 oz. Japanese rigid selvedge denim","100% Cotton","Made in Italy","We are thrilled to introduce Steady Eddie II in the Gravity Selvage – an exquisite 18 oz. heavyweight selvedge denim from the renowned Kaihara Mills in Japan. This heavyweight selvedge holds a special place in our hearts. Initially unveiled in 2015 under the name ""Steady Eddie Dry Heavy Japan Selvage,"" it was a limited edition, with only 1000 pairs in existence, rendering it a rare gem. However, every time we come across a worn pair of these jeans, they never fail to leave us spellbound. The visual ruggedness of the denim first captures the eye, and upon picking them up, the weight and tactility immediately confirm that this denim is truly extraordinary. So extraordinary that, almost a decade later, we approached Kaihara to weave this exceptional selvedge once more – a challenging feat realized on vintage shuttle looms. As the master denim craftsmen that Kaihara is, we were confident they would accept the challenge, and we are sincerely humbled that they did. Woven from coarse ringspun yarns at a high density, the denim is stiff, thick, and heavy, providing a distinctive visual and tactile experience in its dry state. Dyed to a deep, dark shade of pure indigo, the coarseness is further emphasized with wear and washing, creating striking highs and lows as the indigo gracefully chips away. This denim serves as a testament to Kaihara's expert skills in both selvedge weaving and indigo dyeing, affirming their mastery of the art of denim.","","yes","2026-03-04T06:57:16.275594"
"grim_tim_cloud_grey","","Grim Tim Cloud Grey","grim_tim","cloud_grey","The light grey wash, The black thread anchors the wash","mens","","grey","regular","250.0","","https://www.nudiejeans.com/en-CA/product/grim-tim-cloud-grey","<div class=""ProductDetailsDialog_description__2n4hF"">Slim-fit jeans with a low waist and straight leg made from organic stretch denim. The light grey wash offers soft contrast through subtle abrasions and faded highlights. Worn areas reveal slight yarn slubs, while the darker sections show a salt-and-pepper texture with varied monochrome tones. The black thread anchors the wash with a bold point of contrast, sharpening the overall sense of greyness.</div>","","","","13","13 oz. stretch denim","99% Cotton 1% Elastane","Made in Tunisia","Slim-fit jeans with a low waist and straight leg made from organic stretch denim. The light grey wash offers soft contrast through subtle abrasions and faded highlights. Worn areas reveal slight yarn slubs, while the darker sections show a salt-and-pepper texture with varied monochrome tones. The black thread anchors the wash with a bold point of contrast, sharpening the overall sense of greyness.","","yes","2026-03-04T06:57:49.873811"
"steady_eddie_ii_sand_storm","","Steady Eddie II Sand Storm","steady_eddie_ii","sand_storm","crafted in the bold Sand Storm wash, this wash","mens","","blue, grey, greenish","regular","250.0","","https://www.nudiejeans.com/en-CA/product/steady-eddie-ii-sand-storm","<div class=""ProductDetailsDialog_description__2n4hF"">Regular-fit jeans with a tapered leg, crafted in the bold Sand Storm wash. With a mid-dark blue base, contrasted by strong highlights and a greenish-grey tint that casts a stormy, worn-in haze, this wash brings out the denim’s rich texture, revealing beautiful vertical slubbiness and subtle marble effects. Sand Storm is faded, weathered, and packed with character—full of bold depth and detail.<br/><br/>Regenerative organic cotton meets all the standards of organic cotton, avoiding synthetic chemicals and GMOs, but goes further by restoring ecosystems, improving soil health, and boosting biodiversity. It considers the whole system – land, water, people, and long-term resilience.<br/> </div>","","","","14.2","14.2 oz. rigid denim","100% Cotton","Made in Tunisia","Regular-fit jeans with a tapered leg, crafted in the bold Sand Storm wash. With a mid-dark blue base, contrasted by strong highlights and a greenish-grey tint that casts a stormy, worn-in haze, this wash brings out the denim’s rich texture, revealing beautiful vertical slubbiness and subtle marble effects. Sand Storm is faded, weathered, and packed with character—full of bold depth and detail. Regenerative organic cotton meets all the standards of organic cotton, avoiding synthetic chemicals and GMOs, but goes further by restoring ecosystems, improving soil health, and boosting biodiversity. It considers the whole system – land, water, people, and long-term resilience.","","yes","2026-03-04T06:58:22.906375"
"gritty_jackson_thriller_tracks","","Gritty Jackson Thriller Tracks","gritty_jackson","thriller_tracks","","mens","","indigo","regular","280.0","","https://www.nudiejeans.com/en-CA/product/gritty-jackson-thriller-tracks","<div class=""ProductDetailsDialog_description__2n4hF"">The Gritty Jackson Thriller Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans.<br/><br/>Crafted from exceptional denim, these jeans are washed to a rich, deep indigo tone with a hint of warmth. The fabric features a rugged texture with pronounced vertical slubs and a marble-like pattern accentuating the darker areas. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic.<br/><br/>These Gritty Jacksons—our regular-fit jeans with a straight leg—belong to the Life Tracks range: jeans based on a true story.</div>","","","","13.5","13.5 oz. rigid denim","100% Cotton","Made in Italy","The Gritty Jackson Thriller Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans. Crafted from exceptional denim, these jeans are washed to a rich, deep indigo tone with a hint of warmth. The fabric features a rugged texture with pronounced vertical slubs and a marble-like pattern accentuating the darker areas. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic. These Gritty Jacksons—our regular-fit jeans with a straight leg—belong to the Life Tracks range: jeans based on a true story.","","yes","2026-03-04T06:58:54.944782"
"lean_dean_deep_tracks","","Lean Dean Deep Tracks","lean_dean","deep_tracks","","mens","","black","regular","280.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-deep-tracks","<div class=""ProductDetailsDialog_description__2n4hF"">Lean Dean Deep Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans.<br/><br/>Crafted from exceptional black denim, these jeans are washed to a rich monochrome tone, preserving deep pitch-black hues with contrasting highlights. The fabric features a exceptional ring-spun texture with pronounced vertical slubs and a softly marbled effect, adding depth and character. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic.<br/><br/>These Lean Deans—our slim-fit jeans with a tapered leg—belong to the Life Tracks range: jeans based on a true story.</div>","","","","12","12 oz. stretch denim","99% Cotton 1% Elastane","Made in Italy","Lean Dean Deep Tracks faithfully replicate the fades and wear marks of an original pair of worn-in Nudie Jeans. Using a precise method, every detail of the original has been captured and recreated on a new pair of jeans. Crafted from exceptional black denim, these jeans are washed to a rich monochrome tone, preserving deep pitch-black hues with contrasting highlights. The fabric features a exceptional ring-spun texture with pronounced vertical slubs and a softly marbled effect, adding depth and character. The recreated fades and wear marks deliver an undeniably authentic worn-in aesthetic. These Lean Deans—our slim-fit jeans with a tapered leg—belong to the Life Tracks range: jeans based on a true story.","","yes","2026-03-04T06:59:30.650819"
"tuff_tony_blue_day_dreamer","","Tuff Tony Blue Day Dreamer","tuff_tony","blue_day_dreamer","blue wash","mens","","blue","regular","250.0","","https://www.nudiejeans.com/en-CA/product/tuff-tony-blue-day-dreamer","<div class=""ProductDetailsDialog_description__2n4hF"">Wide-legged, loose-fit jeans in a mid-blue wash with subtle contrasts. It is rustic yet refined with a captivating interplay of calm abraded areas and lively marble effects. The denim's appearance is simultaneously super clean, with brilliant blue hues that gently contrast the warm highlights. It's the perfect balance of blue hues and refined character that makes these jeans shine</div>","","","","14.9","14.9 oz. rigid denim","100% Cotton","Made in Tunisia","Wide-legged, loose-fit jeans in a mid-blue wash with subtle contrasts. It is rustic yet refined with a captivating interplay of calm abraded areas and lively marble effects. The denim's appearance is simultaneously super clean, with brilliant blue hues that gently contrast the warm highlights. It's the perfect balance of blue hues and refined character that makes these jeans shine","","yes","2026-03-04T07:00:03.191795"
"tight_terry_rinse_twill","","Tight Terry Rinse Twill","tight_terry","rinse_twill","If you follow our recommendation not to wash","mens","","","regular","250.0","","https://www.nudiejeans.com/en-CA/product/tight-terry-rinse-twill","<div class=""ProductDetailsDialog_description__2n4hF"">Jeans made in dry, power stretch fabric with the same ability to develop wear and tear as rigid denim. If you follow our recommendation not to wash them for 6 months or more, these jeans will develop a unique, worn-in look.</div>","","","","11","11 oz. power stretch denim","98% Cotton 2% Elastane","Made in Italy","Jeans made in dry, power stretch fabric with the same ability to develop wear and tear as rigid denim. If you follow our recommendation not to wash them for 6 months or more, these jeans will develop a unique, worn-in look.","","yes","2026-03-04T07:00:36.074263"
"lean_dean_black_skies","","Lean Dean Black Skies","lean_dean","black_skies","The gentle wash has rendered structural wash","mens","","black, indigo, blue, grey","regular","250.0","","https://www.nudiejeans.com/en-CA/product/lean-dean-black-skies","<div class=""ProductDetailsDialog_description__2n4hF"">Slim fit jeans with a tapered leg made in organic comfort stretch denim. These jeans are made from an indigo blue denim that has been overdyed black giving them their cold black shade. The gentle wash has rendered structural wash effects and subtlely revealed the indigo underneath. This has resulted in a span of hues that range from pitch black to blueish dark grey. Murky blue-black jeans at its best!</div>","","","","12.5","12.5 oz. comfort stretch denim","99% Cotton 1% Elastane","Made in Tunisia","Slim fit jeans with a tapered leg made in organic comfort stretch denim. These jeans are made from an indigo blue denim that has been overdyed black giving them their cold black shade. The gentle wash has rendered structural wash effects and subtlely revealed the indigo underneath. This has resulted in a span of hues that range from pitch black to blueish dark grey. Murky blue-black jeans at its best!","","yes","2026-03-04T07:01:08.131758"
"steady_eddie_ii_blue_soil","","Steady Eddie II Blue Soil","steady_eddie_ii","blue_soil","fit jeans with a tapered leg made in a dark blue wash","mens","","indigo, blue","regular","250.0","","https://www.nudiejeans.com/en-CA/product/steady-eddie-ii-blue-soil","<div class=""ProductDetailsDialog_description__2n4hF"">Regular-fit jeans with a tapered leg made in a dark blue wash with subtle wear. Although dark, these jeans got it all. They span an impressive array of indigo hues - from the darkest of the dark to muted bright blue highlights. Abraded areas add softness while the unabraded ones add a rugged marble texture.</div>","","","","14.9","14.9 oz. rigid denim","100% Cotton","Made in Tunisia","Regular-fit jeans with a tapered leg made in a dark blue wash with subtle wear. Although dark, these jeans got it all. They span an impressive array of indigo hues - from the darkest of the dark to muted bright blue highlights. Abraded areas add softness while the unabraded ones add a rugged marble texture.","","yes","2026-03-04T07:01:43.829459"
