"product_id","sku","product_name","fit_id","fabric_id","wash_state","gender","default_inseam_label","colorway","status","regular_price","sales_price","nudie_product_url","description_html","release_season","run_code","notes","denim_weight_oz","denim_cat","material","made_in","product_description","collections","is_jeans","scraped_at"
"tight_terry_dark_steel_unknown_tight_terry_dark_steel","","Tight Terry Dark Steel","tight_terry","dark_steel","","mens","24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38","","regular","250.0","","https://www.nudiejeans.com/en-CA/product/tight-terry-dark-steel","","","","","","","","","","","yes","2026-02-26T00:29:02.439699"
"rad_rufus_black_vintage_unknown_rad_rufus_black_vintage","","Rad Rufus Black Vintage","rad_rufus","black_vintage","","mens","24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38","black","regular","250.0","","https://www.nudiejeans.com/en-CA/product/rad-rufus-black-vintage","","","","","","","","","","","yes","2026-02-26T00:39:25.222389"
"loud_larry_dry_deadstock_25_dry_loud_larry_dry_deadstock_25","","Loud Larry Dry Deadstock 25","loud_larry","dry_deadstock_25","dry","mens","24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38","","regular","315.0","","https://www.nudiejeans.com/en-CA/product/loud-larry-dry-deadstock-25","","","","Deadstock","","","","","","","yes","2026-02-26T00:49:47.701584"
