"product_id","product_name","fit_id","fabric_id","wash_state","gender","default_inseam_label","colorway","status","nf_product_url","ty_product_url","description_html","release_season","run_code","notes","sku","denim_weight","denim_cat","made_in","product_description"
"groovy_guy_wax_coated_black_stretch_raw_groovy_guy_wax_coated_black_stretch","Groovy Guy - Wax Coated Black Stretch","groovy_guy","wax_coated_black_stretch","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/groovy-guy-wax-coated-black-stretch","","","","","101055903","12oz","12oz Japanese Denim","Made in Canada","The Wax Coated Black Stretch is a 12oz black Japanese power stretch denim, woven in a right hand twill construction. The denim is dyed black on both the warp and weft for a solid black color tone. A paraffin wax coating is then applied to give the fabric a leather like shine. The dye is resistant to fading to ensure the jeans stay blacker longer. The denim is made with 2% stretch for increased comfort, and has an incredible stretch recovery performance allowing the jeans to snap back to shape wear after wear. Other details include tonal stitching, full grain black leather patch, black metal waist button and rivets.The Groovy Guy is a bootcut fit; high rise, standard thigh and wide leg opening from the knee to hem.12oz Japanese Denim98% Cotton / 2% PolyurethaneMade in CanadaSKU: 101055903"
"strong_guy_wax_coated_black_stretch_raw_strong_guy_wax_coated_black_stretch","Strong Guy - Wax Coated Black Stretch","strong_guy","wax_coated_black_stretch","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/strong-guy-wax-coated-black-stretch","","","","","101055916","12oz","12oz Japanese Denim","Made in Canada","The Wax Coated Black Stretch is a 12oz black Japanese power stretch denim, woven in a right hand twill construction. The denim is dyed black on both the warp and weft for a solid black color tone. A paraffin wax coating is then applied to give the fabric a leather like shine. The dye is resistant to fading to ensure the jeans stay blacker longer. The denim is made with 2% stretch for increased comfort, and has an incredible stretch recovery performance allowing the jeans to snap back to shape wear after wear. Other details include tonal stitching, full grain black leather patch, black metal waist button and rivets.The Strong Guy is a relaxed straight fit; high rise, fuller in the seat and thigh that falls to a wide leg opening.12oz Japanese Denim98% Cotton / 2% PolyurethaneMade in CanadaSKU: 101055916"
"strong_guy_solid_black_selvedge_raw_strong_guy_solid_black_selvedge","Strong Guy - Solid Black Selvedge","strong_guy","solid_black_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/strong-guy-solid-black-selvedge","","","","","101061616","13oz","13oz Japanese Selvedge Denim","Made in Canada","The Solid Black Selvedge is a 13oz black Japanese selvedge denim. Both the warp and weft are sulfur-dyed black to create a pitch-black denim. The denim is woven on vintage shuttle looms in a right hand twill construction with a classic red line selvedge ID. Cut, sewn, built in Canada with black stitching, a full-grain black leather patch, and black metal buttons and rivets.  The Strong Guy is a relaxed straight fit; high rise, fuller in the seat and thigh that falls to a wide leg opening.13oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101061616"
"strong_guy_natural_indigo_selvedge_raw_strong_guy_natural_indigo_selvedge","Strong Guy - Natural Indigo Selvedge","strong_guy","natural_indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/strong-guy-natural-indigo-selvedge","","","","","101050116","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Natural Indigo Selvedge is a 12.5oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. Natural indigo dye derived from fermenting the indigofera plant is used to create the mid blue color tone of these jeans. Other details include contrast stitching, full grain English tan leather patch, blue selvedge ID, dark copper buttons and rivets.The Strong Guy is a relaxed straight fit; high rise, fuller in the seat and thigh that falls to a wide leg opening.12.5oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101050116"
"weird_guy_deep_sea_selvedge_raw_weird_guy_deep_sea_selvedge","Weird Guy - Deep Sea Selvedge","weird_guy","deep_sea_selvedge","raw","mens","","indigo/indigo","on-sales","","https://tateandyoko.com/collections/jeans/products/weird-guy-deep-sea-selvedge","","window.","","","101124503","12.5oz","12.5oz Japanese Denim","Made in Canada","The Deep Sea Selvedge is a 12.5oz Japanese selvedge denim, enhanced with a one-wash treatment for improved texture and comfort, while retaining the best qualities of raw denim. This deep indigo x indigo denim has been fabric-rinsed, unlike typical garment washes that can leave jeans looking used. This method reduces fabric shrinkage before cutting and sewing, resulting in neater seams and less puckering in the final product. Although not as rigid as classic raw denim, the rinse wash simply removes starch without significantly altering the denim's fading characteristics. We've essentially pre-soaked the jeans for you. This denim is made from 100% cotton and features a traditional redline selvedge ID.  Each pair is proudly crafted in our Canadian factory and features contrast stitching, a button fly, custom black mill-spec non-reflective hardware and a pull-up navy leather patch.The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.12.5oz Japanese Denim100% CottonButton FlyMade in CanadaSKU: 101124503"
"weird_guy_forever_blue_selvedge_raw_weird_guy_forever_blue_selvedge","Weird Guy - Forever Blue Selvedge","weird_guy","forever_blue_selvedge","raw","mens","","blue","on-sales","","https://tateandyoko.com/collections/jeans/products/weird-guy-forever-blue-selvedge","","window.","","","101124603","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Forever Blue Selvedge is a 12.5oz Japanese Selvedge Denim, distinctively dyed with a permanent reactive dye to achieve a lasting dark indigo color. Unlike the typical fading denim which is rope-dyed, leaving the core of the exterior warp yarns white, the yarns in the Forever Blue Selvedge are dyed through to the core. This means that even with extensive wear, the fading will be significantly reduced, perfect for those who prefer to maintain the look of raw denim over time. Crafted from 100% cotton, this denim retains a classic, crisp raw denim feel. The jeans are finished with contrast stitching, a dark brown leather patch, a classic redline selvedge ID, and silver metallic buttons and rivets.The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.12.5oz Japanese Selvedge Denim100% CottonButton FlyMade in CanadaSKU: 101124603"
"groovy_guy_natural_indigo_selvedge_raw_groovy_guy_natural_indigo_selvedge","Groovy Guy - Natural Indigo Selvedge","groovy_guy","natural_indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/groovy-guy-natural-indigo-selvedge","","","","","101050135","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Natural Indigo Selvedge is a 12.5oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. Natural indigo dye derived from fermenting the indigofera plant is used to create the mid blue color tone of these jeans. Other details include contrast stitching, full grain English tan leather patch, blue selvedge ID, dark copper buttons and rivets.The Groovy Guy is a bootcut fit; high rise, standard thigh and wide leg opening from the knee to hem.12.5oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101050135"
"strong_guy_nightshade_stretch_selvedge_raw_strong_guy_nightshade_stretch_selvedge","Strong Guy - Nightshade Stretch Selvedge","strong_guy","nightshade_stretch_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/strong-guy-nightshade-stretch-selvedge","","","","","101098016","12oz","12oz Japanese Selvedge Denim","Made in Canada","The Nightshade Stretch Selvedge is a 12oz Japanese selvedge denim with 2% stretch for added comfort. The color of the denim is created with the addition of a black dye to the indigo, the combination creates a rich indigo tone that is nearly black. Other details include contrast stitching, brown leather patch, red selvedge ID, silver metallic buttons and rivets. The Strong Guy is a relaxed straight fit; high rise, fuller in the seat and thigh that falls to a wide leg opening.12oz Japanese Selvedge Denim98% Cotton  /  2% PUMade in CanadaSKU: 101098016"
"weird_guy_solid_black_selvedge_raw_naked_famous_weird_guy_solid_black_selvedge","Weird Guy  -  Solid Black Selvedge","weird_guy","solid_black_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-weird-guy-solid-black-selvedge","","","","","016163","13oz","13oz Japanese Selvedge Denim","Made in Canada","The Solid Black Selvedge is a 13oz black Japanese selvedge denim. Both the warp and weft are sulfur-dyed black to create a pitch-black denim. The denim is woven on vintage shuttle looms in a right hand twill construction with a classic red line selvedge ID. Cut, sewn, built in Canada with black stitching, a full-grain black leather patch, and black metal buttons and rivets. The Weird Guy is a regular tapered fit; medium rise, standard thigh and slight taper from the knee to hem.13oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 016163"
"weird_guy_love_and_peace_selvedge_raw_weird_guy_love_peace_selvedge","Weird Guy - Love   &   Peace   Selvedge","weird_guy","love_and_peace_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/weird-guy-love-peace-selvedge","","window.","","","101127903","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Love & Peace Selvedge is a 12.5oz Japanese selvedge denim that follows our playful Vulgar Selvedge, known for its bold selvedge ID with naughty words. This iteration champions a positive vibe, featuring 'Love"" & ""Peace"" woven directly into the selvedge ID. It’s our way of saying, ""Flip the cuff and spread some love."" The fabric presents a crispy and rigid raw denim feel, crafted using short slub yarn. While not overly textured, the short slubs gradually reveal themselves as the denim fades, emphasizing distinct vertical fade patterns. The natural veg-tanned leather patch and pocket flasher are creations of Matt Verdier, a talented artist renowned for his psychedelic retro style artwork. Over time, the leather patch will develop a rich patina, evolving alongside the denim to become even more beautiful with age. Proudly crafted in our Canadian factory, these jeans feature contrast stitching, button fly, and silver metallic hardware.The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.12.5oz Japanese Selvedge Denim100% CottonButton FlyMade in CanadaSKU:101127903"
"weird_guy_prototype_selvedge_raw_weird_guy_prototype_selvedge","Weird Guy - Prototype Selvedge","weird_guy","prototype_selvedge","raw","mens","","indigo/indigo","on-sales","","https://tateandyoko.com/collections/jeans/products/weird-guy-prototype-selvedge","","window.","","collaboration","101585803","15oz","15oz Japanese Selvedge Denim","Made in Canada","Introducing the Prototype Selvedge, a 15oz Japanese selvedge denim made with big slub, irregular-sized yarns to create an incredibly textured denim with a highly visible raised texture. These slub yarns, which alternate between thick and thin sections, create a remarkable texture and impact dye penetration during the rope dyeing process. As a result, sections of the yarn fade at different rates, unveiling a stunning spectrum of indigo hues as the denim ages. This fabric comes from our archives, originally serving as the ""prototype"" for the Pickle Rick selvedge from our Rick & Morty collaboration. Unlike the Pickle Rick style, which features a greencast hue, this denim showcases a classic indigo tone while sharing the same yellow and green selvedge ID. Additionally, the jeans features classic finishing details, including contrast stitching, a button fly, silver metallic hardware, and a brown pull-up leather patch. Each pair is proudly crafted in our Canadian factory.The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.15oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101585803"
"strong_guy_night_sky_selvedge_raw_strong_guy_night_sky_selvedge","Strong Guy - Night    Sky    Selvedge","strong_guy","night_sky_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/strong-guy-night-sky-selvedge","","window.","","","101127816","11oz","11oz Japanese Selvedge Denim","Made in Canada","Introducing the Night Sky Selvedge, a 11oz Japanese Selvedge Denim that artfully combines a vintage sky blue exterior warp with a black interior weft. This striking contrast creates a visual depth that is visible through the twill lines on the front face of the fabric. As the denim fades, the contrast intensifies, enhancing the visual depth of the denim. Made from 100% cotton, this lightweight denim provides a classic rigid raw denim feel but will break in with ease. Each pair is proudly crafted in our Canadian factory and features contrast stitching, a button fly, silver metallic hardware, and a brown leather patch.The Strong Guy is a relaxed straight fit; high rise, fuller in the seat and thigh that falls to a wide leg opening.11oz Japanese Selvedge Denim100% CottonButton FlyMade in CanadaSKU:101127816"
"easy_guy_black_cobra_stretch_selvedge_raw_naked_famous_denim_easy_guy_black_cobra_stretch_selvedge","Easy Guy - Black Cobra Stretch Selvedge","easy_guy","black_cobra_stretch_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-denim-easy-guy-black-cobra-stretch-selvedge","","","","","101904006","12oz","12oz Japanese Stretch Selvedge Denim","Made in Canada","The Black Cobra Stretch Selvedge is a 12oz Japanese selvedge denim with a black warp and a black weft to create a pitch-black denim, the only flash of color comes from the red line selvedge ID. The standard weight fabric can be worn year-round, and the touch of stretch offers comfort and flexibility without compromising durability. Cut, sewn, built in Canada with black stitching, a black full grain leather patch, and mil-spec non-reflective black metal buttons and rivets.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.12oz Japanese Stretch Selvedge Denim98% Cotton / 2% ElastaneMade in CanadaSKU: 101904006"
"weird_guy_deadstock_real_gold_selvedge_raw_weird_guy_deadstock_real_gold_selvedge","Weird Guy - Deadstock Real Gold Selvedge","weird_guy","deadstock_real_gold_selvedge","raw","mens","","indigo/indigo","on-sales","","https://tateandyoko.com/collections/jeans/products/weird-guy-deadstock-real-gold-selvedge","","window.","","","101173703X","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Real Gold Selvedge is a 12.5oz Japanese Selvedge Denim made with cotton and just a hint of real gold, giving the selvedge ID a golden shine! The denim itself features a classic rigid raw denim look and feel, made with short slub yarns that add depth to the fabric. As the denim fades, these short slub yarns create vertical highlights throughout. While the denim is classic, the selvedge ID is anything but—it features an 18k gold yarn custom spun for Naked & Famous Denim. This gold detail is prominently featured on the exposed selvedge coin pocket and the selvedge outseam when you flip up your cuff. The jeans boast classic finishing details, including contrast stitching, a button fly, silver metallic hardware, and a natural veg-tan leather patch. Each pair is proudly crafted in our Canadian factory.The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.12.5oz Japanese Selvedge Denim99.6% Cotton / 0.4% GoldMade in CanadaSKU: 101173703X"
"true_guy_stretch_selvedge_raw_true_guy_stretch_selvedge","True Guy - Stretch Selvedge","true_guy","stretch_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-stretch-selvedge","","","","","101033321","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Stretch Selvedge is one of the most popular core selvedge fabrics in Naked & Famous Denim's lineup. Woven on vintage shuttle looms in a right hand twill construction, this 12.5oz Japanese selvedge denim combines the comfort of stretch denim with the beauty and fading potential of raw denim. The 2% elastane eliminates the break-in period and gives you a continual level of comfort that you can't experience in 100% cotton jeans. Other details include contrast stitching, full grain English tan leather patch, red selvedge ID, silver metallic buttons and rivets.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.12.5oz Japanese Selvedge Denim98% Cotton / 2% ElastaneMade in CanadaSKU: 101033321"
"weird_guy_10_fold_selvedge_raw_weird_guy_10_fold_selvedge","Weird Guy - 10 Fold Selvedge","weird_guy","10_fold_selvedge","raw","mens","","indigo/indigo","on-sales","","https://tateandyoko.com/collections/jeans/products/weird-guy-10-fold-selvedge","","window.","","","101110003","14oz","14oz Japanese Selvedge Denim","Made in Canada","The 10 Fold Selvedge is a 14oz Japanese selvedge denim crafted from a unique blend of 10 varieties of cotton, sourced from 10 different countries, and featuring a distinctive 10-color selvedge ID. Originally produced for the 10th anniversary of Naked & Famous Denim, we had some unused rolls from the initial production that we saved for the perfect moment to re-release this fabric. This denim has a classic rigid raw feel, made with short slub yarns that add a subtle touch of character while preserving a traditional raw denim experience. Flip the cuff to reveal the multicolor selvedge ID. The jeans boast classic finishing details, including contrast stitching, a button fly, silver metallic hardware, and a natural veg-tan leather patch. Each pair is proudly crafted in our Canadian factory.The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.14oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101110003"
"super_guy_left_hand_twill_selvedge_raw_naked_famous_super_guy_left_hand_twill_selvedge","Super Guy - Left Hand Twill Selvedge","super_guy","left_hand_twill_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-super-guy-left-hand-twill-selvedge","","","","","012770","13.75oz","13.75oz Japanese Selvedge Denim","Made in Canada","The Left Hand Twill Selvedge is a 13.75oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a left hand twill construction. When worn over time, this construction will provide a softer feeling denim and will emphasize vertical fading. Other details include contrast stitching, full grain brown leather patch, white selvedge ID, silver metallic buttons and rivets. The Super Guy is a slim tapered fit; medium rise, slim thigh and taper from the knee to hem.13.75oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 012770"
"easy_guy_indigo_selvedge_raw_easy_guy_indigo_selvedge","Easy Guy - Indigo Selvedge","easy_guy","indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/easy-guy-indigo-selvedge","","","","","101010806","13oz","13oz Japanese Selvedge Denim","Made in Canada","The Indigo Selvedge is a 13oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The fabric is dense, and will slowly fade with wear. Other details include contrast stitching, full grain brown leather patch, red selvedge ID, silver metallic buttons and rivets.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.13oz Japanese Selvedge Denim100% CottonButton FlyMade in CanadaSKU: 101010806"
"groovy_guy_solid_black_selvedge_raw_groovy_guy_solid_black_selvedge","Groovy Guy - Solid Black Selvedge","groovy_guy","solid_black_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/groovy-guy-solid-black-selvedge","","","","","101061635","13oz","13oz Japanese Selvedge Denim","Made in Canada","The Solid Black Selvedge is a 13oz black Japanese selvedge denim. Both the warp and weft are sulfur-dyed black to create a pitch-black denim. The denim is woven on vintage shuttle looms in a right hand twill construction with a classic red line selvedge ID. Cut, sewn, built in Canada with black stitching, a full-grain black leather patch, and black metal buttons and rivets.The Groovy Guy is a bootcut fit; high rise, standard thigh and wide leg opening from the knee to hem.13oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101061635"
"true_guy_solid_black_selvedge_raw_true_guy_solid_black_selvedge","True Guy - Solid Black Selvedge","true_guy","solid_black_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-solid-black-selvedge","","","","","101061621","13.75oz","13.75oz Japanese Selvedge Denim","Made in Canada","The Solid Black Selvedge is a 13oz black Japanese selvedge denim. Both the warp and weft are sulfur-dyed black to create a pitch-black denim. The denim is woven on vintage shuttle looms in a right hand twill construction with a classic red line selvedge ID. Cut, sewn, built in Canada with black stitching, a full-grain black leather patch, and black metal buttons and rivets.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.13.75oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101061621"
"true_guy_nightshade_stretch_selvedge_raw_true_guy_nightshade_stretch_selvedge","True Guy - Nightshade Stretch Selvedge","true_guy","nightshade_stretch_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-nightshade-stretch-selvedge","","","","","101098021","12oz","12oz Japanese Stretch Selvedge Denim","Made in Canada","The Nightshade Stretch Selvedge is a 12oz Japanese selvedge denim with 2% stretch for added comfort. The color of the denim is created with the addition of a black dye to the indigo, the combination creates a rich indigo tone that is nearly black. Other details include contrast stitching, brown leather patch, red selvedge ID, silver metallic buttons and rivets.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.12oz Japanese Stretch Selvedge Denim98% Cotton / 2% ElastaneMade in CanadaSKU: 101098021"
"weird_guy_dirty_fade_selvedge_raw_naked_famous_weird_guy_dirty_fade_selvedge","Weird Guy - Dirty Fade Selvedge","weird_guy","dirty_fade_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-weird-guy-dirty-fade-selvedge","","","","","018533","14.5oz","14.5oz Japanese Selvedge Denim","Made in Canada","The Dirty Fade Selvedge is a 14.5oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The indigo dyed warp yarns start off as a dusty brown shade of cotton. Over time with wear, layers of indigo will begin fade away revealing a brown undertone, hence the name Dirty Fade. Other details include contrast stitching, roughout tan leather patch, red selvedge ID, silver metallic buttons and rivets. The Weird Guy is a regular tapered fit; medium rise, standard thigh and slight taper from the knee to hem.Scroll through all the product photos to see the dramatic transformation of how the Dirty Fade Selvedge can fade over time with extended period of wear and wash. The model shown is wearing the Super Guy fit.14.5oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 018533"
"true_guy_black_cobra_stretch_selvedge_raw_true_guy_black_cobra_stretch_selvedge","True Guy - Black Cobra Stretch Selvedge","true_guy","black_cobra_stretch_selvedge","raw","mens","","black","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-black-cobra-stretch-selvedge","","","","","101904021","12oz","12oz Japanese Stretch Selvedge Denim","Made in Canada","The Black Cobra Stretch Selvedge is a 12oz Japanese selvedge denim with a black warp and a black weft to create a pitch-black denim, the only flash of color comes from the red line selvedge ID. The standard weight fabric can be worn year-round, and the touch of stretch offers comfort and flexibility without compromising durability. Cut, sewn, built in Canada with black stitching, a black full grain leather patch, and mil-spec non-reflective black metal buttons and rivets. The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.12oz Japanese Stretch Selvedge Denim98% Cotton / 2% PolyurethaneMade in CanadaSKU: 101904021"
"skinny_guy_indigo_power_stretch_raw_naked_famous_skinny_guy_indigo_power_stretch","Skinny Guy - Indigo Power Stretch","skinny_guy","indigo_power_stretch","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-skinny-guy-indigo-power-stretch","","","","","013081","12oz","12oz Japanese Denim","Made in Canada","The Indigo Power Stretch is a 12oz Japanese power stretch denim, woven in a right hand twill construction. The denim is dyed indigo on the warp and white on the weft for a classic look.  The dye is designed to fade with prolonged wear. The denim is made with 5% stretch for increased comfort, and has an incredible stretch recovery performance allowing the jeans to snap back to shape wear after wear. Other details include contrast stitching, full grain brown leather patch, silver metallic waist button and rivets. The Skinny Guy is a slim straight fit; medium rise, slim thigh and straight from the knee to hem.12oz Japanese Denim95% Cotton / 5% ElastaneMade in CanadaSKU: 013081"
"strong_guy_left_hand_twill_selvedge_raw_strong_guy_left_hand_twill_selvedge","Strong Guy - Left   Hand   Twill   Selvedge","strong_guy","left_hand_twill_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/strong-guy-left-hand-twill-selvedge","","","","","101027716","13.75oz","","Made in Canada","The Left Hand Twill Selvedge is a 13.75oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a left hand twill construction. When worn over time, this construction will provide a softer feeling denim and will emphasize vertical fading. Other details include contrast stitching, full grain brown leather patch, white selvedge ID, silver metallic buttons and rivets. The Strong Guy is a relaxed straight fit; high rise, fuller in the seat and thigh that falls to a wide leg opening. Faded example photos show a pair worn 7 months.100% CottonJapanese fabricMade in CanadaSKU: 101027716"
"true_guy_deep_indigo_stretch_selvedge_raw_true_guy_deep_indigo_stretch_selvedge","True Guy - Deep Indigo Stretch Selvedge","true_guy","deep_indigo_stretch_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-deep-indigo-stretch-selvedge","","","","","101095121","12oz","12oz Japanese Stretch Selvedge Denim","Made in Canada","The Deep Indigo Stretch Selvedge is a 12oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The deep indigo color is created by combining an indigo dyed warp and grey weft. This denim is made with 2% stretch for added comfort, without compromising durability. Other details include contrast stitching, full grain English tan leather patch, red selvedge ID, silver metallic buttons and rivets.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.12oz Japanese Stretch Selvedge Denim98% Cotton / 2% PolyurethaneMade in CanadaSKU: 101095121"
"true_guy_indigo_selvedge_raw_true_guy_indigo_selvedge","True Guy - Indigo Selvedge","true_guy","indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/true-guy-indigo-selvedge","","","","","101010821","13oz","13oz Japanese Selvedge Denim","Made in Canada","The Indigo Selvedge is a 13oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The fabric is dense, and will slowly fade with wear. Other details include contrast stitching, full grain brown leather patch, red selvedge ID, silver metallic buttons and rivets.The True Guy is a straight leg fit with a regular rise along with extra room in the seat and thigh that falls straight from knee to hem.13oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101010821"
"weird_guy_stretch_selvedge_raw_naked_famous_weird_guy_stretch_selvedge","Weird Guy - Stretch Selvedge","weird_guy","stretch_selvedge","raw","mens","","indigo/indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-weird-guy-stretch-selvedge","","","","","013333","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Stretch Selvedge is one of the most popular core selvedge fabrics in Naked & Famous Denim's lineup. Woven on vintage shuttle looms in a right hand twill construction, this 12.5oz Japanese selvedge denim combines the comfort of stretch denim with the beauty and fading potential of raw denim. The 2% elastane eliminates the break-in period and gives you a continual level of comfort that you can't experience in 100% cotton jeans. Other details include contrast stitching, full grain English tan leather patch, red selvedge ID, silver metallic buttons and rivets. The Weird Guy is a regular tapered fit; medium rise, standard thigh and slight taper from the knee to hem.12.5oz Japanese Selvedge Denim98% Cotton / 2% ElastaneMade in CanadaSKU: 013333"
"weird_guy_indigo_selvedge_raw_naked_famous_weird_guy_indigo_selvedge","Weird Guy - Indigo Selvedge","weird_guy","indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/naked-famous-weird-guy-indigo-selvedge","","","","","011083","13oz","13oz Japanese Selvedge Denim","Made in Canada","The Indigo Selvedge is a 13oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. The fabric is dense, and will slowly fade with wear. Other details include contrast stitching, full grain brown leather patch, red selvedge ID, silver metallic buttons and rivets. The Weird Guy is a regular tapered fit; medium rise, standard thigh and slight taper from the knee to hem.13oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 011083"
"weird_guy_blue_wave_selvedge_raw_weird_guy_blue_wave_selvedge","Weird Guy - Blue Wave Selvedge","weird_guy","blue_wave_selvedge","raw","mens","","blue","on-sales","","https://tateandyoko.com/collections/jeans/products/weird-guy-blue-wave-selvedge","","window.","","","101119803","12.5oz","12.5oz Japanese Denim","Made in Canada","The Blue Wave Selvedge is a 12.5oz Japanese selvedge denim, enhanced with a one-wash treatment for improved texture and comfort, while retaining the best qualities of raw denim. This classic indigo x white weft denim has been fabric-rinsed, unlike typical garment washes that can leave jeans looking used. This method reduces fabric shrinkage before cutting and sewing, resulting in neater seams and less puckering in the final product. Although not as rigid as classic raw denim, the rinse wash simply removes starch without significantly altering the denim's fading characteristics. We've essentially pre-soaked the jeans for you. The jeans boast classic Naked & Famous Denim features, including custom silver metallic hardware and a pull-up brown leather patch, all complemented by a golden brown selvedge ID and contrasting thread.The Weird Guy is a standard tapered fit with a medium rise, a comfortable top block, and a taper from knee to hem.12.5oz Japanese Denim100% CottonButton FlyMade in CanadaSKU: 101119803"
"easy_guy_natural_indigo_selvedge_raw_easy_guy_natural_indigo_selvedge","Easy Guy - Natural Indigo Selvedge","easy_guy","natural_indigo_selvedge","raw","mens","","indigo","regular","","https://tateandyoko.com/collections/jeans/products/easy-guy-natural-indigo-selvedge","","","","","101050106","12.5oz","12.5oz Japanese Selvedge Denim","Made in Canada","The Natural Indigo Selvedge is a 12.5oz indigo rope dyed Japanese selvedge denim, woven on vintage shuttle looms in a right hand twill construction. Natural indigo dye derived from fermenting the indigofera plant is used to create the mid blue color tone of these jeans. Other details include contrast stitching, full grain English tan leather patch, blue selvedge ID, dark copper buttons and rivets.The Easy Guy is a relaxed tapered fit; regular rise, fuller in the seat and thigh with a sharp taper from knee to hem.12.5oz Japanese Selvedge Denim100% CottonMade in CanadaSKU: 101050106"
